#Urano/Paraná-XVb LT 7 Set 2018 (1211 m)
# t(s)	h (m)
64.95	705.612
65	704.3928
65.05	703.7832
65.1	702.8688
65.15	701.9544
65.2	701.04
65.25	699.8208
65.3	697.992
65.35	696.468
65.4	694.6392
65.45	693.42
65.5	691.2864
65.55	690.6768
65.6	690.6768
65.65	690.372
65.7	690.9816
65.75	690.372
65.8	690.0672
65.85	689.1528
65.9	688.2384
65.95	688.5432
66	687.6288
66.05	687.0192
66.1	687.0192
66.15	686.1048
66.2	685.8
66.25	685.1904
66.3	685.1904
66.35	684.8856
66.4	684.276
66.45	683.9712
66.5	683.6664
66.55	682.1424
66.6	681.8376
66.65	680.9232
66.7	679.3992
66.75	678.7896
66.8	678.4848
66.85	677.5704
66.9	677.2656
66.95	676.3512
67	676.3512
67.05	675.4368
67.1	674.2176
67.15	673.9128
67.2	674.5224
67.25	672.9984
67.3	672.3888
67.35	672.3888
67.4	671.7792
67.45	670.56
67.5	670.56
67.55	669.6456
67.6	669.3408
67.65	669.036
67.7	668.4264
67.75	668.1216
67.8	667.512
67.85	666.5976
67.9	666.5976
67.95	665.988
68	666.2928
68.05	665.0736
68.1	664.1592
68.15	664.7688
68.2	664.1592
68.25	663.5496
68.3	663.2448
68.35	662.6352
68.4	662.0256
68.45	661.416
68.5	660.8064
68.55	661.1112
68.6	659.5872
68.65	659.5872
68.7	658.9776
68.75	658.368
68.8	657.7584
68.85	657.7584
68.9	656.5392
68.95	655.9296
69	656.2344
69.05	655.9296
69.1	655.9296
69.15	655.6248
69.2	655.0152
69.25	654.4056
69.3	653.796
69.35	653.1864
69.4	652.272
69.45	651.0528
69.5	649.5288
69.55	648.6144
69.6	647.3952
69.65	647.7
69.7	646.7856
69.75	646.7856
69.8	646.4808
69.85	646.176
69.9	645.8712
69.95	646.176
70	646.176
70.05	645.5664
70.1	645.5664
70.15	645.2616
70.2	644.0424
70.25	644.0424
70.3	643.128
70.35	643.128
70.4	642.8232
70.45	641.604
70.5	640.3848
70.55	640.6896
70.6	639.7752
70.65	639.4704
