# RD-05 Stratologger 2016-05-06
# t(s)	h (m)
60.65	1895.856
60.7	1894.332
60.75	1894.332
60.8	1894.0272
60.85	1893.1128
60.9	1893.4176
60.95	1892.808
61	1892.5032
61.05	1892.808
61.1	1891.8936
61.15	1892.1984
61.2	1890.6744
61.25	1891.5888
61.3	1889.76
61.35	1889.76
61.4	1889.76
61.45	1889.76
61.5	1888.8456
61.55	1888.5408
61.6	1888.5408
61.65	1888.236
61.7	1887.6264
61.75	1887.3216
61.8	1887.6264
61.85	1887.0168
61.9	1886.712
61.95	1885.7976
62	1885.7976
62.05	1885.188
62.1	1885.188
62.15	1885.4928
62.2	1884.8832
62.25	1884.5784
62.3	1884.2736
62.35	1883.664
62.4	1883.3592
62.45	1883.3592
62.5	1882.7496
62.55	1881.5304
62.6	1881.5304
62.65	1881.5304
62.7	1880.9208
62.75	1880.9208
62.8	1881.5304
62.85	1880.616
62.9	1880.0064
62.95	1879.7016
63	1878.7872
63.05	1879.3968
63.1	1879.092
63.15	1878.1776
63.2	1878.1776
63.25	1878.1776
63.3	1877.568
63.35	1876.6536
63.4	1876.6536
63.45	1876.6536
63.5	1876.3488
63.55	1875.7392
63.6	1876.044
63.65	1875.4344
63.7	1874.52
63.75	1874.52
63.8	1874.52
63.85	1873.6056
63.9	1872.6912
63.95	1872.996
64	1873.3008
64.05	1872.6912
64.1	1871.7768
64.15	1872.0816
64.2	1872.0816
64.25	1871.1672
64.3	1870.8624
64.35	1870.5576
64.4	1870.8624
64.45	1870.2528
64.5	1869.948
64.55	1869.3384
64.6	1868.424
64.65	1868.1192
64.7	1868.1192
64.75	1867.5096
64.8	1866.9
64.85	1866.9
64.9	1867.2048
64.95	1866.2904
65	1866.9
65.05	1866.2904
65.1	1865.376
65.15	1865.376
65.2	1864.7664
65.25	1864.7664
65.3	1864.4616
65.35	1864.4616
65.4	1863.5472
65.45	1863.5472
65.5	1862.9376
65.55	1862.6328
65.6	1863.2424
65.65	1862.328
65.7	1861.7184
65.75	1861.7184
65.8	1861.4136
65.85	1861.1088
65.9	1861.1088
65.95	1860.1944
66	1858.9752
66.05	1859.5848
66.1	1859.28
66.15	1858.3656
66.2	1858.9752
66.25	1858.3656
66.3	1857.4512
66.35	1857.4512
66.4	1857.1464
66.45	1856.232
66.5	1856.232
66.55	1856.232
66.6	1855.3176
66.65	1855.0128
66.7	1855.6224
66.75	1854.4032
66.8	1854.4032
66.85	1853.7936
66.9	1853.7936
66.95	1853.184
67	1853.184
67.05	1852.5744
67.1	1852.2696
67.15	1852.2696
67.2	1851.66
67.25	1851.0504
67.3	1850.4408
67.35	1850.4408
67.4	1850.4408
67.45	1850.136
67.5	1849.8312
67.55	1849.8312
67.6	1849.8312
67.65	1849.2216
67.7	1848.9168
67.75	1849.2216
67.8	1848.3072
67.85	1848.612
67.9	1848.3072
67.95	1848.0024
68	1848.0024
68.05	1847.3928
68.1	1846.7832
68.15	1847.088
68.2	1846.4784
68.25	1845.564
68.3	1846.1736
68.35	1845.564
68.4	1844.9544
68.45	1845.2592
68.5	1844.9544
68.55	1844.3448
68.6	1843.7352
68.65	1843.4304
68.7	1843.4304
68.75	1843.1256
68.8	1842.516
68.85	1842.2112
68.9	1841.6016
68.95	1841.2968
69	1841.2968
69.05	1840.6872
69.1	1840.6872
69.15	1840.0776
69.2	1839.1632
69.25	1839.1632
69.3	1839.468
69.35	1838.5536
69.4	1838.5536
69.45	1837.944
69.5	1838.2488
69.55	1837.944
69.6	1837.3344
69.65	1836.7248
69.7	1836.7248
69.75	1835.8104
69.8	1835.8104
69.85	1835.5056
69.9	1835.2008
69.95	1834.5912
70	1834.5912
70.05	1834.5912
70.1	1833.9816
70.15	1833.9816
70.2	1833.6768
70.25	1832.4576
70.3	1832.7624
70.35	1832.1528
70.4	1831.2384
70.45	1831.2384
70.5	1830.324
70.55	1830.324
70.6	1830.324
70.65	1830.0192
70.7	1830.0192
70.75	1828.8
70.8	1828.4952
70.85	1828.4952
70.9	1828.1904
70.95	1827.5808
71	1827.5808
71.05	1827.276
71.1	1826.3616
71.15	1826.3616
71.2	1826.3616
71.25	1826.3616
71.3	1825.1424
71.35	1825.1424
71.4	1825.1424
71.45	1824.228
71.5	1823.9232
71.55	1823.3136
71.6	1823.3136
71.65	1823.0088
71.7	1821.7896
71.75	1822.0944
71.8	1821.4848
71.85	1821.7896
