#Netuno-F/Galateia-2			LT 28 Ago 2022		StratoLoggerCF (SL-9)	
#t(s)	h (m)
45.3	75.2856
45.35	74.3712
45.4	74.676
45.45	74.676
45.5	74.3712
45.55	74.0664
45.6	73.7616
45.65	72.5424
45.7	72.5424
45.75	72.5424
45.8	71.628
45.85	71.628
45.9	71.3232
45.95	71.0184
46	70.7136
46.05	70.4088
46.1	69.7992
46.15	69.7992
46.2	68.8848
46.25	69.1896
46.3	68.8848
46.35	68.8848
46.4	67.9704
46.45	68.2752
46.5	67.6656
46.55	67.056
46.6	67.3608
46.65	67.056
46.7	66.7512
46.75	66.1416
46.8	65.532
46.85	65.8368
46.9	65.2272
46.95	65.2272
47	64.6176
47.05	64.9224
47.1	64.6176
47.15	64.008
47.2	64.008
47.25	64.008
47.3	63.3984
47.35	63.7032
47.4	63.0936
47.45	63.0936
47.5	61.8744
47.55	62.1792
47.6	61.8744
47.65	61.2648
47.7	61.5696
47.75	60.6552
47.8	61.2648
47.85	60.6552
47.9	60.3504
47.95	60.3504
48	60.3504
48.05	59.7408
48.1	59.436
48.15	59.7408
48.2	58.8264
48.25	58.5216
48.3	58.5216
48.35	58.2168
48.4	58.2168
48.45	57.6072
48.5	57.3024
48.55	56.9976
48.6	56.388
48.65	56.9976
48.7	56.388
48.75	56.0832
48.8	55.4736
48.85	55.4736
48.9	55.4736
48.95	55.1688
49	54.864
49.05	53.9496
49.1	53.6448
49.15	53.34
49.2	53.0352
49.25	53.0352
49.3	52.4256
49.35	52.4256
49.4	50.9016
49.45	51.2064
49.5	50.292
49.55	50.9016
49.6	50.292
49.65	49.6824
49.7	49.6824
49.75	49.6824
49.8	49.0728
49.85	48.4632
49.9	48.768
49.95	48.1584
50	47.8536
50.05	47.5488
50.1	48.4632
50.15	47.8536
50.2	47.244
50.25	46.9392
50.3	46.3296
50.35	45.72
50.4	46.0248
50.45	45.1104
50.5	45.1104
50.55	44.196
50.6	44.196
50.65	44.196
50.7	43.8912
50.75	43.5864
50.8	43.5864
50.85	42.9768
50.9	42.672
50.95	42.3672
51	42.3672
51.05	42.0624
51.1	41.7576
51.15	41.4528
51.2	41.148
51.25	40.5384
51.3	40.5384
51.35	39.9288
51.4	39.624
51.45	38.4048
51.5	38.1
51.55	38.1
51.6	38.1
51.65	37.1856
51.7	36.8808
51.75	36.576
51.8	36.576
51.85	35.3568
51.9	35.052
51.95	35.6616
52	35.052
52.05	35.3568
52.1	35.3568
52.15	34.1376
52.2	33.8328
52.25	33.8328
52.3	33.528
52.35	33.2232
52.4	32.6136
52.45	32.6136
52.5	32.3088
52.55	31.6992
52.6	31.3944
52.65	31.6992
52.7	31.0896
52.75	30.48
52.8	30.1752
52.85	29.5656
52.9	29.5656
52.95	29.2608
53	29.2608
53.05	28.956
53.1	28.6512
53.15	27.7368
53.2	28.3464
53.25	27.432
53.3	27.1272
53.35	27.1272
53.4	27.1272
53.45	26.8224
53.5	26.5176
53.55	26.5176
53.6	25.908
53.65	25.6032
53.7	25.2984
53.75	24.6888
53.8	24.6888
53.85	24.384
53.9	23.7744
53.95	23.4696
54	23.1648
54.05	22.5552
54.1	23.1648
54.15	22.5552
54.2	22.2504
54.25	21.9456
54.3	21.6408
54.35	21.336
54.4	20.4216
54.45	20.1168
54.5	20.1168
54.55	19.5072
54.6	19.5072
54.65	19.2024
54.7	18.8976
54.75	18.8976
54.8	18.288
54.85	17.3736
54.9	17.0688
54.95	16.764
55	17.0688
55.05	16.4592
55.1	16.1544
55.15	16.1544
55.2	14.9352
55.25	14.6304
55.3	14.6304
55.35	14.3256
55.4	14.9352
55.45	14.3256
55.5	14.0208
55.55	13.716
55.6	13.1064
55.65	12.8016
55.7	12.4968
55.75	11.8872
55.8	11.2776
55.85	10.3632
55.9	9.7536
55.95	10.0584
56	9.144
56.05	9.144
56.1	9.144
56.15	8.5344
56.2	7.9248
56.25	8.5344
56.3	8.2296
56.35	7.62
56.4	7.62
56.45	6.7056
56.5	6.7056
56.55	6.4008
56.6	5.4864
56.65	5.4864
56.7	4.8768
56.75	4.8768
56.8	4.572
56.85	4.2672
56.9	3.9624
56.95	2.7432
57	2.4384
57.05	2.4384
57.1	1.8288
57.15	2.1336
57.2	2.1336
57.25	1.8288
57.3	1.8288
57.35	1.8288
57.4	1.8288
57.45	2.1336
57.5	1.524
57.55	1.524
57.6	1.8288
57.65	1.8288
57.7	1.524
57.75	1.8288
57.8	1.524
57.85	2.1336
57.9	1.8288
57.95	2.1336
58	1.8288
58.05	2.1336
58.1	2.1336
58.15	1.8288
58.2	1.8288
58.25	1.8288
58.3	2.1336
58.35	2.4384
58.4	1.8288
58.45	2.4384
58.5	2.1336
58.55	1.8288
58.6	1.524
58.65	2.1336
58.7	1.8288
58.75	2.1336
58.8	1.8288
58.85	1.524
58.9	1.8288
58.95	1.8288
59	1.8288
59.05	1.8288
59.1	1.524
59.15	1.8288
59.2	1.524
59.25	2.1336
59.3	2.1336
59.35	2.1336
59.4	2.1336
59.45	1.2192
59.5	2.1336
59.55	1.524
59.6	1.8288
59.65	1.8288
59.7	1.8288
59.75	2.1336
59.8	1.524
59.85	1.8288
59.9	2.1336
59.95	1.8288
60	2.1336
60.05	1.8288
60.1	1.524
60.15	2.1336
60.2	2.1336
60.25	1.8288
60.3	1.8288
60.35	2.1336
60.4	2.1336
60.45	1.524
60.5	2.1336
60.55	1.8288
60.6	1.8288
60.65	1.8288
60.7	1.524
60.75	1.8288
60.8	1.8288
60.85	2.1336
60.9	1.524
60.95	1.524
61	1.8288
61.05	2.1336
61.1	2.1336
61.15	1.8288
61.2	2.1336
61.25	2.1336
61.3	1.524
61.35	2.1336
61.4	2.1336
61.45	1.8288
61.5	2.1336
61.55	1.8288
61.6	1.8288
61.65	2.1336
61.7	1.524
61.75	1.8288
61.8	1.8288
61.85	1.8288
61.9	1.8288
61.95	2.1336
62	2.4384
62.05	1.524
62.1	2.1336
62.15	2.1336
62.2	1.8288
62.25	1.8288
62.3	2.1336
62.35	2.1336
62.4	1.8288
62.45	2.1336
62.5	1.8288
62.55	1.524
62.6	1.8288
62.65	2.1336
62.7	2.1336
62.75	1.524
62.8	1.524
62.85	1.8288
62.9	1.524
62.95	2.1336
63	2.1336
63.05	1.8288
63.1	1.8288
63.15	2.1336
63.2	1.8288
63.25	2.1336
63.3	2.1336
63.35	1.524
63.4	2.4384
63.45	2.1336
63.5	1.8288
63.55	1.8288
63.6	1.8288
63.65	1.524
63.7	1.8288
63.75	2.1336
63.8	1.8288
63.85	1.8288
63.9	1.8288
63.95	2.1336
64	1.8288
64.05	2.1336
64.1	1.8288
64.15	1.8288
64.2	2.1336
64.25	1.2192
64.3	1.8288
64.35	1.524
64.4	1.8288
64.45	1.8288
64.5	2.1336
64.55	2.1336
64.6	2.1336
64.65	1.524
64.7	1.8288
64.75	1.8288
64.8	1.8288
64.85	1.8288
64.9	1.8288
64.95	1.8288
65	1.8288
65.05	1.524
65.1	2.1336
65.15	1.8288
